"Task","tick"
161,298.0
171,299.0
171,300.0
170,301.0
169,302.0
169,303.0
179,304.0
178,305.0
177,306.0
177,307.0
185,308.0
185,309.0
184,310.0
184,311.0
182,312.0
181,313.0
181,314.0
180,315.0
180,316.0
180,317.0
180,318.0
179,319.0
179,320.0
179,321.0
179,322.0
179,323.0
178,324.0
177,325.0
177,326.0
176,327.0
176,328.0
175,329.0
175,330.0
174,331.0
173,332.0
173,333.0
173,334.0
172,335.0
181,336.0
181,337.0
181,338.0
180,339.0
180,340.0
180,341.0
186,342.0
186,343.0
195,344.0
195,345.0
194,346.0
203,347.0
203,348.0
202,349.0
201,350.0
210,351.0
209,352.0
209,353.0
208,354.0
207,355.0
205,356.0
205,357.0
204,358.0
204,359.0
204,360.0
204,361.0
214,362.0
214,363.0
213,364.0
212,365.0
210,366.0
210,367.0
210,368.0
210,369.0
210,370.0
210,371.0
210,372.0
210,373.0
210,374.0
209,375.0
209,376.0
209,377.0
209,378.0
209,379.0
209,380.0
208,381.0
208,382.0
208,383.0
208,384.0
207,385.0
207,386.0
207,387.0
207,388.0
206,389.0
205,390.0
204,391.0
204,392.0
203,393.0
203,394.0
212,395.0
212,396.0
211,397.0
211,398.0
211,399.0
211,400.0
210,401.0
218,402.0
227,403.0
227,404.0
227,405.0
227,406.0
227,407.0
225,408.0
223,409.0
223,410.0
223,411.0
223,412.0
223,413.0
233,414.0
233,415.0
233,416.0
232,417.0
232,418.0
232,419.0
232,420.0
231,421.0
231,422.0
230,423.0
230,424.0
230,425.0
229,426.0
229,427.0
228,428.0
228,429.0
226,430.0
226,431.0
226,432.0
235,433.0
235,434.0
235,435.0
245,436.0
244,437.0
253,438.0
253,439.0
252,440.0
251,441.0
251,442.0
251,443.0
249,444.0
247,445.0
256,446.0
256,447.0
254,448.0
253,449.0
253,450.0
252,451.0
260,452.0
259,453.0
259,454.0
258,455.0
258,456.0
268,457.0
267,458.0
267,459.0
266,460.0
265,461.0
265,462.0
265,463.0
264,464.0
264,465.0
263,466.0
273,467.0
273,468.0
272,469.0
272,470.0
272,471.0
280,472.0
279,473.0
279,474.0
279,475.0
279,476.0
288,477.0
288,478.0
287,479.0
285,480.0
295,481.0
294,482.0
294,483.0
293,484.0
293,485.0
293,486.0
293,487.0
293,488.0
291,489.0
289,490.0
298,491.0
298,492.0
308,493.0
307,494.0
307,495.0
307,496.0
306,497.0
306,498.0
306,499.0
305,500.0
305,501.0
304,502.0
304,503.0
304,504.0
303,505.0
303,506.0
303,507.0
302,508.0
302,509.0
302,510.0
302,511.0
301,512.0
301,513.0
301,514.0
301,515.0
300,516.0
299,517.0
299,518.0
299,519.0
298,520.0
297,521.0
297,522.0
297,523.0
296,524.0
296,525.0
295,526.0
294,527.0
294,528.0
294,529.0
294,530.0
294,531.0
293,532.0
291,533.0
291,534.0
291,535.0
301,536.0
300,537.0
300,538.0
298,539.0
297,540.0
297,541.0
297,542.0
296,543.0
295,544.0
295,545.0
295,546.0
295,547.0
294,548.0
294,549.0
294,550.0
293,551.0
292,552.0
292,553.0
292,554.0
292,555.0
292,556.0
292,557.0
290,558.0
290,559.0
290,560.0
290,561.0
289,562.0
289,563.0
289,564.0
299,565.0
299,566.0
299,567.0
308,568.0
308,569.0
308,570.0
306,571.0
306,572.0
305,573.0
305,574.0
315,575.0
313,576.0
313,577.0
312,578.0
311,579.0
311,580.0
319,581.0
319,582.0
318,583.0
318,584.0
318,585.0
318,586.0
318,587.0
318,588.0
318,589.0
317,590.0
317,591.0
316,592.0
316,593.0
316,594.0
316,595.0
314,596.0
314,597.0
314,598.0
314,599.0
324,600.0
324,601.0
323,602.0
323,603.0
332,604.0
331,605.0
341,606.0
341,607.0
341,608.0
340,609.0
349,610.0
349,611.0
348,612.0
348,613.0
357,614.0
356,615.0
356,616.0
355,617.0
355,618.0
355,619.0
364,620.0
364,621.0
363,622.0
363,623.0
363,624.0
363,625.0
363,626.0
362,627.0
362,628.0
361,629.0
361,630.0
361,631.0
361,632.0
360,633.0
360,634.0
370,635.0
370,636.0
368,637.0
368,638.0
367,639.0
367,640.0
367,641.0
367,642.0
367,643.0
366,644.0
366,645.0
375,646.0
373,647.0
373,648.0
372,649.0
372,650.0
372,651.0
371,652.0
370,653.0
370,654.0
369,655.0
368,656.0
367,657.0
375,658.0
373,659.0
372,660.0
372,661.0
372,662.0
382,663.0
382,664.0
382,665.0
381,666.0
380,667.0
380,668.0
380,669.0
380,670.0
379,671.0
378,672.0
378,673.0
378,674.0
377,675.0
377,676.0
377,677.0
385,678.0
385,679.0
385,680.0
385,681.0
385,682.0
385,683.0
385,684.0
384,685.0
383,686.0
383,687.0
382,688.0
382,689.0
381,690.0
379,691.0
379,692.0
379,693.0
379,694.0
379,695.0
379,696.0
379,697.0
378,698.0
377,699.0
376,700.0
376,701.0
376,702.0
376,703.0
376,704.0
385,705.0
384,706.0
394,707.0
394,708.0
393,709.0
392,710.0
392,711.0
390,712.0
390,713.0
389,714.0
399,715.0
399,716.0
399,717.0
406,718.0
406,719.0
405,720.0
405,721.0
404,722.0
403,723.0
403,724.0
402,725.0
402,726.0
402,727.0
400,728.0
400,729.0
400,730.0
398,731.0
398,732.0
398,733.0
397,734.0
406,735.0
405,736.0
405,737.0
425,738.0
434,739.0
433,740.0
432,741.0
432,742.0
432,743.0
431,744.0
431,745.0
431,746.0
431,747.0
430,748.0
439,749.0
438,750.0
437,751.0
436,752.0
435,753.0
444,754.0
444,755.0
443,756.0
443,757.0
443,758.0
443,759.0
442,760.0
442,761.0
442,762.0
441,763.0
441,764.0
441,765.0
440,766.0
440,767.0
440,768.0
449,769.0
449,770.0
448,771.0
447,772.0
447,773.0
456,774.0
456,775.0
454,776.0
453,777.0
453,778.0
453,779.0
453,780.0
453,781.0
462,782.0
462,783.0
462,784.0
462,785.0
462,786.0
462,787.0
461,788.0
471,789.0
481,790.0
480,791.0
479,792.0
478,793.0
477,794.0
477,795.0
477,796.0
475,797.0
473,798.0
473,799.0
472,800.0
472,801.0
472,802.0
470,803.0
479,804.0
479,805.0
478,806.0
477,807.0
477,808.0
477,809.0
477,810.0
477,811.0
477,812.0
475,813.0
474,814.0
474,815.0
473,816.0
472,817.0
472,818.0
472,819.0
471,820.0
469,821.0
469,822.0
469,823.0
477,824.0
476,825.0
475,826.0
475,827.0
475,828.0
474,829.0
473,830.0
473,831.0
480,832.0
479,833.0
477,834.0
477,835.0
477,836.0
476,837.0
476,838.0
476,839.0
476,840.0
486,841.0
486,842.0
484,843.0
483,844.0
481,845.0
481,846.0
480,847.0
480,848.0
480,849.0
480,850.0
479,851.0
479,852.0
479,853.0
478,854.0
477,855.0
477,856.0
477,857.0
477,858.0
477,859.0
476,860.0
476,861.0
476,862.0
475,863.0
475,864.0
474,865.0
474,866.0
474,867.0
474,868.0
474,869.0
473,870.0
473,871.0
473,872.0
473,873.0
472,874.0
472,875.0
471,876.0
471,877.0
470,878.0
470,879.0
469,880.0
468,881.0
468,882.0
468,883.0
468,884.0
466,885.0
466,886.0
465,887.0
462,888.0
462,889.0
461,890.0
470,891.0
470,892.0
487,893.0
487,894.0
487,895.0
487,896.0
486,897.0
485,898.0
485,899.0
485,900.0
484,901.0
484,902.0
503,903.0
503,904.0
503,905.0
523,906.0
523,907.0
522,908.0
522,909.0
522,910.0
522,911.0
522,912.0
521,913.0
521,914.0
521,915.0
520,916.0
520,917.0
530,918.0
529,919.0
529,920.0
529,921.0
529,922.0
529,923.0
529,924.0
528,925.0
528,926.0
528,927.0
528,928.0
527,929.0
527,930.0
527,931.0
526,932.0
533,933.0
532,934.0
531,935.0
531,936.0
531,937.0
530,938.0
528,939.0
527,940.0
527,941.0
527,942.0
527,943.0
526,944.0
536,945.0
536,946.0
535,947.0
534,948.0
534,949.0
534,950.0
534,951.0
534,952.0
534,953.0
534,954.0
534,955.0
534,956.0
533,957.0
533,958.0
532,959.0
532,960.0
542,961.0
551,962.0
551,963.0
550,964.0
550,965.0
550,966.0
549,967.0
547,968.0
546,969.0
546,970.0
545,971.0
544,972.0
544,973.0
543,974.0
542,975.0
551,976.0
551,977.0
550,978.0
549,979.0
549,980.0
548,981.0
548,982.0
548,983.0
548,984.0
547,985.0
547,986.0
547,987.0
547,988.0
547,989.0
545,990.0
545,991.0
553,992.0
552,993.0
549,994.0
549,995.0
548,996.0
543,997.0
542,998.0
542,999.0
550,1000.0
550,1001.0
549,1002.0
547,1003.0
546,1004.0
546,1005.0
543,1006.0
543,1007.0
542,1008.0
542,1009.0
541,1010.0
541,1011.0
541,1012.0
540,1013.0
540,1014.0
539,1015.0
538,1016.0
538,1017.0
536,1018.0
536,1019.0
534,1020.0
534,1021.0
544,1022.0
544,1023.0
542,1024.0
542,1025.0
540,1026.0
537,1027.0
536,1028.0
535,1029.0
535,1030.0
535,1031.0
535,1032.0
534,1033.0
544,1034.0
543,1035.0
542,1036.0
542,1037.0
542,1038.0
540,1039.0
539,1040.0
549,1041.0
546,1042.0
546,1043.0
545,1044.0
545,1045.0
545,1046.0
544,1047.0
544,1048.0
544,1049.0
544,1050.0
544,1051.0
552,1052.0
552,1053.0
562,1054.0
562,1055.0
561,1056.0
561,1057.0
560,1058.0
559,1059.0
559,1060.0
569,1061.0
569,1062.0
567,1063.0
567,1064.0
566,1065.0
566,1066.0
566,1067.0
566,1068.0
565,1069.0
564,1070.0
564,1071.0
564,1072.0
563,1073.0
563,1074.0
563,1075.0
571,1076.0
581,1077.0
581,1078.0
589,1079.0
588,1080.0
587,1081.0
586,1082.0
584,1083.0
583,1084.0
582,1085.0
581,1086.0
579,1087.0
578,1088.0
577,1089.0
577,1090.0
577,1091.0
576,1092.0
575,1093.0
575,1094.0
574,1095.0
583,1096.0
593,1097.0
593,1098.0
592,1099.0
591,1100.0
589,1101.0
588,1102.0
587,1103.0
586,1104.0
585,1105.0
584,1106.0
582,1107.0
580,1108.0
580,1109.0
578,1110.0
578,1111.0
588,1112.0
588,1113.0
588,1114.0
587,1115.0
587,1116.0
587,1117.0
587,1118.0
596,1119.0
594,1120.0
593,1121.0
592,1122.0
601,1123.0
598,1124.0
596,1125.0
596,1126.0
595,1127.0
595,1128.0
605,1129.0
604,1130.0
604,1131.0
604,1132.0
603,1133.0
601,1134.0
599,1135.0
599,1136.0
609,1137.0
608,1138.0
607,1139.0
607,1140.0
607,1141.0
606,1142.0
606,1143.0
605,1144.0
604,1145.0
604,1146.0
611,1147.0
611,1148.0
610,1149.0
610,1150.0
607,1151.0
606,1152.0
606,1153.0
615,1154.0
615,1155.0
614,1156.0
613,1157.0
613,1158.0
612,1159.0
611,1160.0
611,1161.0
610,1162.0
610,1163.0
610,1164.0
609,1165.0
609,1166.0
609,1167.0
609,1168.0
608,1169.0
607,1170.0
607,1171.0
607,1172.0
607,1173.0
606,1174.0
606,1175.0
606,1176.0
615,1177.0
614,1178.0
613,1179.0
613,1180.0
610,1181.0
609,1182.0
609,1183.0
606,1184.0
605,1185.0
605,1186.0
605,1187.0
605,1188.0
605,1189.0
602,1190.0
602,1191.0
601,1192.0
601,1193.0
601,1194.0
600,1195.0
600,1196.0
599,1197.0
599,1198.0
599,1199.0
597,1200.0
597,1201.0
597,1202.0
597,1203.0
596,1204.0
594,1205.0
593,1206.0
593,1207.0
593,1208.0
593,1209.0
593,1210.0
591,1211.0
601,1212.0
601,1213.0
601,1214.0
601,1215.0
609,1216.0
609,1217.0
608,1218.0
607,1219.0
607,1220.0
616,1221.0
615,1222.0
615,1223.0
615,1224.0
615,1225.0
614,1226.0
614,1227.0
614,1228.0
614,1229.0
613,1230.0
613,1231.0
611,1232.0
611,1233.0
611,1234.0
611,1235.0
611,1236.0
610,1237.0
610,1238.0
609,1239.0
608,1240.0
616,1241.0
614,1242.0
613,1243.0
613,1244.0
613,1245.0
613,1246.0
612,1247.0
612,1248.0
612,1249.0
611,1250.0
611,1251.0
611,1252.0
610,1253.0
610,1254.0
610,1255.0
610,1256.0
609,1257.0
609,1258.0
609,1259.0
608,1260.0
608,1261.0
608,1262.0
607,1263.0
606,1264.0
606,1265.0
606,1266.0
615,1267.0
614,1268.0
614,1269.0
610,1270.0
608,1271.0
607,1272.0
606,1273.0
606,1274.0
606,1275.0
606,1276.0
605,1277.0
605,1278.0
605,1279.0
605,1280.0
604,1281.0
604,1282.0
614,1283.0
623,1284.0
623,1285.0
623,1286.0
621,1287.0
619,1288.0
618,1289.0
618,1290.0
618,1291.0
617,1292.0
616,1293.0
615,1294.0
613,1295.0
611,1296.0
611,1297.0
610,1298.0
609,1299.0
609,1300.0
609,1301.0
609,1302.0
608,1303.0
607,1304.0
606,1305.0
606,1306.0
606,1307.0
615,1308.0
615,1309.0
615,1310.0
615,1311.0
614,1312.0
614,1313.0
613,1314.0
613,1315.0
613,1316.0
613,1317.0
613,1318.0
613,1319.0
613,1320.0
613,1321.0
613,1322.0
612,1323.0
622,1324.0
631,1325.0
631,1326.0
631,1327.0
631,1328.0
630,1329.0
629,1330.0
637,1331.0
637,1332.0
635,1333.0
644,1334.0
642,1335.0
639,1336.0
638,1337.0
637,1338.0
637,1339.0
634,1340.0
634,1341.0
644,1342.0
644,1343.0
644,1344.0
643,1345.0
643,1346.0
643,1347.0
643,1348.0
643,1349.0
642,1350.0
652,1351.0
660,1352.0
660,1353.0
660,1354.0
669,1355.0
669,1356.0
669,1357.0
667,1358.0
666,1359.0
666,1360.0
666,1361.0
666,1362.0
665,1363.0
665,1364.0
665,1365.0
665,1366.0
664,1367.0
664,1368.0
674,1369.0
673,1370.0
673,1371.0
673,1372.0
673,1373.0
682,1374.0
682,1375.0
682,1376.0
681,1377.0
681,1378.0
681,1379.0
680,1380.0
679,1381.0
679,1382.0
679,1383.0
679,1384.0
679,1385.0
678,1386.0
677,1387.0
677,1388.0
677,1389.0
676,1390.0
676,1391.0
675,1392.0
674,1393.0
684,1394.0
684,1395.0
684,1396.0
683,1397.0
683,1398.0
683,1399.0
683,1400.0
680,1401.0
680,1402.0
679,1403.0
679,1404.0
677,1405.0
677,1406.0
676,1407.0
683,1408.0
691,1409.0
691,1410.0
700,1411.0
698,1412.0
696,1413.0
696,1414.0
696,1415.0
695,1416.0
694,1417.0
692,1418.0
690,1419.0
690,1420.0
690,1421.0
689,1422.0
689,1423.0
689,1424.0
688,1425.0
697,1426.0
696,1427.0
696,1428.0
696,1429.0
695,1430.0
695,1431.0
695,1432.0
695,1433.0
695,1434.0
694,1435.0
694,1436.0
693,1437.0
693,1438.0
692,1439.0
692,1440.0
692,1441.0
690,1442.0
689,1443.0
689,1444.0
687,1445.0
687,1446.0
687,1447.0
687,1448.0
686,1449.0
686,1450.0
685,1451.0
683,1452.0
683,1453.0
682,1454.0
682,1455.0
682,1456.0
682,1457.0
682,1458.0
682,1459.0
681,1460.0
681,1461.0
681,1462.0
689,1463.0
689,1464.0
689,1465.0
688,1466.0
686,1467.0
686,1468.0
685,1469.0
685,1470.0
685,1471.0
684,1472.0
684,1473.0
683,1474.0
683,1475.0
681,1476.0
680,1477.0
689,1478.0
688,1479.0
688,1480.0
686,1481.0
684,1482.0
684,1483.0
683,1484.0
683,1485.0
691,1486.0
690,1487.0
689,1488.0
688,1489.0
687,1490.0
686,1491.0
696,1492.0
695,1493.0
694,1494.0
694,1495.0
693,1496.0
691,1497.0
691,1498.0
690,1499.0
689,1500.0
689,1501.0
689,1502.0
689,1503.0
688,1504.0
688,1505.0
688,1506.0
688,1507.0
697,1508.0
697,1509.0
696,1510.0
696,1511.0
694,1512.0
694,1513.0
694,1514.0
694,1515.0
694,1516.0
694,1517.0
693,1518.0
691,1519.0
690,1520.0
690,1521.0
689,1522.0
699,1523.0
699,1524.0
699,1525.0
698,1526.0
708,1527.0
708,1528.0
708,1529.0
707,1530.0
717,1531.0
714,1532.0
714,1533.0
714,1534.0
721,1535.0
717,1536.0
725,1537.0
723,1538.0
721,1539.0
719,1540.0
719,1541.0
718,1542.0
728,1543.0
727,1544.0
726,1545.0
725,1546.0
724,1547.0
724,1548.0
724,1549.0
724,1550.0
723,1551.0
723,1552.0
723,1553.0
722,1554.0
722,1555.0
721,1556.0
719,1557.0
719,1558.0
719,1559.0
719,1560.0
719,1561.0
719,1562.0
719,1563.0
718,1564.0
717,1565.0
717,1566.0
717,1567.0
717,1568.0
716,1569.0
716,1570.0
716,1571.0
715,1572.0
715,1573.0
715,1574.0
715,1575.0
715,1576.0
715,1577.0
715,1578.0
735,1579.0
734,1580.0
734,1581.0
734,1582.0
734,1583.0
733,1584.0
733,1585.0
733,1586.0
731,1587.0
730,1588.0
728,1589.0
726,1590.0
735,1591.0
735,1592.0
733,1593.0
742,1594.0
741,1595.0
751,1596.0
749,1597.0
747,1598.0
747,1599.0
745,1600.0
741,1601.0
740,1602.0
747,1603.0
746,1604.0
746,1605.0
746,1606.0
746,1607.0
745,1608.0
744,1609.0
763,1610.0
763,1611.0
762,1612.0
762,1613.0
761,1614.0
761,1615.0
760,1616.0
756,1617.0
765,1618.0
762,1619.0
760,1620.0
769,1621.0
768,1622.0
768,1623.0
785,1624.0
783,1625.0
792,1626.0
789,1627.0
786,1628.0
782,1629.0
779,1630.0
778,1631.0
777,1632.0
777,1633.0
777,1634.0
774,1635.0
774,1636.0
774,1637.0
774,1638.0
774,1639.0
774,1640.0
773,1641.0
773,1642.0
773,1643.0
773,1644.0
772,1645.0
772,1646.0
771,1647.0
771,1648.0
771,1649.0
770,1650.0
770,1651.0
770,1652.0
769,1653.0
769,1654.0
778,1655.0
778,1656.0
777,1657.0
777,1658.0
775,1659.0
774,1660.0
774,1661.0
774,1662.0
774,1663.0
774,1664.0
773,1665.0
773,1666.0
773,1667.0
772,1668.0
772,1669.0
772,1670.0
772,1671.0
772,1672.0
781,1673.0
780,1674.0
779,1675.0
778,1676.0
778,1677.0
788,1678.0
786,1679.0
783,1680.0
782,1681.0
790,1682.0
790,1683.0
787,1684.0
796,1685.0
790,1686.0
790,1687.0
789,1688.0
798,1689.0
797,1690.0
797,1691.0
794,1692.0
792,1693.0
790,1694.0
790,1695.0
799,1696.0
798,1697.0
798,1698.0
797,1699.0
797,1700.0
797,1701.0
797,1702.0
797,1703.0
796,1704.0
795,1705.0
795,1706.0
794,1707.0
804,1708.0
804,1709.0
803,1710.0
803,1711.0
801,1712.0
798,1713.0
793,1714.0
793,1715.0
793,1716.0
792,1717.0
792,1718.0
792,1719.0
792,1720.0
792,1721.0
791,1722.0
791,1723.0
791,1724.0
791,1725.0
791,1726.0
788,1727.0
788,1728.0
788,1729.0
788,1730.0
798,1731.0
797,1732.0
797,1733.0
797,1734.0
796,1735.0
804,1736.0
810,1737.0
809,1738.0
805,1739.0
800,1740.0
800,1741.0
800,1742.0
795,1743.0
794,1744.0
792,1745.0
788,1746.0
788,1747.0
785,1748.0
784,1749.0
794,1750.0
793,1751.0
793,1752.0
792,1753.0
791,1754.0
790,1755.0
790,1756.0
798,1757.0
798,1758.0
797,1759.0
794,1760.0
794,1761.0
794,1762.0
793,1763.0
791,1764.0
791,1765.0
791,1766.0
791,1767.0
791,1768.0
791,1769.0
790,1770.0
788,1771.0
786,1772.0
785,1773.0
794,1774.0
793,1775.0
791,1776.0
791,1777.0
790,1778.0
788,1779.0
787,1780.0
797,1781.0
796,1782.0
814,1783.0
812,1784.0
809,1785.0
806,1786.0
805,1787.0
803,1788.0
801,1789.0
800,1790.0
796,1791.0
795,1792.0
795,1793.0
794,1794.0
794,1795.0
794,1796.0
794,1797.0
793,1798.0
793,1799.0
793,1800.0
793,1801.0
792,1802.0
792,1803.0
791,1804.0
790,1805.0
789,1806.0
788,1807.0
787,1808.0
787,1809.0
787,1810.0
786,1811.0
784,1812.0
783,1813.0
792,1814.0
790,1815.0
789,1816.0
787,1817.0
787,1818.0
786,1819.0
786,1820.0
786,1821.0
783,1822.0
783,1823.0
783,1824.0
783,1825.0
783,1826.0
783,1827.0
782,1828.0
781,1829.0
781,1830.0
780,1831.0
780,1832.0
780,1833.0
780,1834.0
779,1835.0
778,1836.0
778,1837.0
777,1838.0
776,1839.0
775,1840.0
775,1841.0
775,1842.0
775,1843.0
775,1844.0
785,1845.0
785,1846.0
784,1847.0
781,1848.0
781,1849.0
780,1850.0
780,1851.0
780,1852.0
780,1853.0
780,1854.0
780,1855.0
779,1856.0
779,1857.0
779,1858.0
779,1859.0
778,1860.0
775,1861.0
775,1862.0
775,1863.0
773,1864.0
773,1865.0
771,1866.0
770,1867.0
779,1868.0
778,1869.0
778,1870.0
777,1871.0
777,1872.0
773,1873.0
770,1874.0
770,1875.0
767,1876.0
765,1877.0
765,1878.0
764,1879.0
763,1880.0
762,1881.0
761,1882.0
760,1883.0
760,1884.0
769,1885.0
767,1886.0
765,1887.0
763,1888.0
763,1889.0
762,1890.0
772,1891.0
771,1892.0
770,1893.0
770,1894.0
770,1895.0
767,1896.0
765,1897.0
762,1898.0
762,1899.0
768,1900.0
766,1901.0
764,1902.0
764,1903.0
763,1904.0
763,1905.0
762,1906.0
762,1907.0
762,1908.0
771,1909.0
770,1910.0
766,1911.0
774,1912.0
773,1913.0
771,1914.0
770,1915.0
767,1916.0
777,1917.0
775,1918.0
774,1919.0
774,1920.0
782,1921.0
781,1922.0
780,1923.0
779,1924.0
777,1925.0
774,1926.0
773,1927.0
772,1928.0
771,1929.0
770,1930.0
769,1931.0
765,1932.0
765,1933.0
763,1934.0
762,1935.0
761,1936.0
759,1937.0
759,1938.0
759,1939.0
758,1940.0
758,1941.0
758,1942.0
758,1943.0
758,1944.0
758,1945.0
758,1946.0
757,1947.0
757,1948.0
757,1949.0
756,1950.0
756,1951.0
755,1952.0
755,1953.0
755,1954.0
755,1955.0
754,1956.0
754,1957.0
754,1958.0
764,1959.0
761,1960.0
760,1961.0
757,1962.0
757,1963.0
757,1964.0
757,1965.0
766,1966.0
766,1967.0
765,1968.0
764,1969.0
763,1970.0
760,1971.0
758,1972.0
758,1973.0
754,1974.0
772,1975.0
772,1976.0
769,1977.0
764,1978.0
760,1979.0
759,1980.0
758,1981.0
758,1982.0
758,1983.0
758,1984.0
758,1985.0
757,1986.0
757,1987.0
757,1988.0
757,1989.0
757,1990.0
755,1991.0
753,1992.0
763,1993.0
763,1994.0
761,1995.0
760,1996.0
759,1997.0
758,1998.0
767,1999.0
767,2000.0
765,2001.0
764,2002.0
762,2003.0
762,2004.0
761,2005.0
758,2006.0
767,2007.0
766,2008.0
766,2009.0
761,2010.0
758,2011.0
756,2012.0
755,2013.0
753,2014.0
751,2015.0
749,2016.0
748,2017.0
748,2018.0
747,2019.0
747,2020.0
746,2021.0
745,2022.0
743,2023.0
752,2024.0
751,2025.0
761,2026.0
760,2027.0
759,2028.0
756,2029.0
755,2030.0
753,2031.0
762,2032.0
760,2033.0
759,2034.0
756,2035.0
755,2036.0
755,2037.0
754,2038.0
754,2039.0
754,2040.0
751,2041.0
751,2042.0
751,2043.0
750,2044.0
750,2045.0
749,2046.0
749,2047.0
749,2048.0
748,2049.0
748,2050.0
747,2051.0
746,2052.0
756,2053.0
756,2054.0
766,2055.0
764,2056.0
762,2057.0
761,2058.0
761,2059.0
758,2060.0
757,2061.0
766,2062.0
763,2063.0
761,2064.0
760,2065.0
758,2066.0
755,2067.0
753,2068.0
752,2069.0
752,2070.0
752,2071.0
762,2072.0
761,2073.0
760,2074.0
760,2075.0
758,2076.0
755,2077.0
754,2078.0
754,2079.0
753,2080.0
751,2081.0
751,2082.0
751,2083.0
750,2084.0
749,2085.0
758,2086.0
757,2087.0
756,2088.0
754,2089.0
753,2090.0
751,2091.0
751,2092.0
750,2093.0
760,2094.0
759,2095.0
755,2096.0
751,2097.0
760,2098.0
760,2099.0
757,2100.0
756,2101.0
751,2102.0
750,2103.0
748,2104.0
748,2105.0
747,2106.0
757,2107.0
756,2108.0
755,2109.0
755,2110.0
752,2111.0
752,2112.0
752,2113.0
749,2114.0
748,2115.0
744,2116.0
741,2117.0
739,2118.0
738,2119.0
738,2120.0
737,2121.0
737,2122.0
737,2123.0
736,2124.0
736,2125.0
735,2126.0
735,2127.0
734,2128.0
734,2129.0
733,2130.0
732,2131.0
731,2132.0
741,2133.0
741,2134.0
739,2135.0
738,2136.0
737,2137.0
737,2138.0
737,2139.0
734,2140.0
